host,src_ip,timestamp,event_count,failed_login_count,distinct_dst_ports,distinct_dst_ips,distinct_users,total_bytes_out,max_bytes_out,attack_present,hour,is_weekday
host-06,10.0.0.153,2026-06-02 03:54:00,1,0,1,1,0,10916,10916,0,3,1
host-06,10.0.0.153,2026-06-03 18:24:00,1,0,1,1,0,35596,35596,0,18,1
host-06,10.0.0.153,2026-06-04 06:20:00,1,0,0,0,1,0,0,0,6,1
host-06,10.0.0.153,2026-06-04 15:19:00,1,0,1,1,0,35671,35671,0,15,1
host-06,10.0.0.153,2026-06-05 18:20:00,1,0,1,1,0,21103,21103,0,18,1
host-06,10.0.0.154,2026-06-01 17:00:00,1,0,1,1,0,5604,5604,0,17,1
host-06,10.0.0.154,2026-06-01 20:34:00,1,0,1,1,0,5595,5595,0,20,1
host-06,10.0.0.154,2026-06-04 05:42:00,1,0,1,1,0,10291,10291,0,5,1
host-06,10.0.0.154,2026-06-04 07:48:00,1,1,0,0,1,0,0,0,7,1
host-06,10.0.0.155,2026-06-01 07:42:00,1,0,0,0,1,0,0,0,7,1
host-06,10.0.0.155,2026-06-01 08:03:00,1,0,0,0,1,0,0,0,8,1
host-06,10.0.0.155,2026-06-04 10:45:00,1,0,1,1,0,20294,20294,0,10,1
host-06,10.0.0.156,2026-06-01 15:08:00,1,0,0,0,1,0,0,0,15,1
host-06,10.0.0.156,2026-06-04 10:00:00,1,1,0,0,1,0,0,0,10,1
host-06,10.0.0.157,2026-06-02 07:49:00,1,0,0,0,1,0,0,0,7,1
host-06,10.0.0.157,2026-06-04 16:59:00,1,0,1,1,0,47576,47576,0,16,1
host-06,10.0.0.158,2026-06-04 09:44:00,1,0,1,1,0,40691,40691,0,9,1
host-06,10.0.0.159,2026-06-02 11:23:00,1,0,1,1,0,1663,1663,0,11,1
host-06,10.0.0.16,2026-06-04 20:59:00,1,0,1,1,0,16815,16815,0,20,1
host-06,10.0.0.16,2026-06-04 23:46:00,1,0,1,1,0,2583,2583,0,23,1
host-06,10.0.0.16,2026-06-05 03:48:00,1,0,1,1,0,47371,47371,0,3,1
host-06,10.0.0.163,2026-06-04 15:54:00,1,0,1,1,0,14607,14607,0,15,1
host-06,10.0.0.164,2026-06-02 10:55:00,1,0,0,0,1,0,0,0,10,1
host-06,10.0.0.164,2026-06-04 03:09:00,1,1,0,0,1,0,0,0,3,1
host-06,10.0.0.166,2026-06-03 19:41:00,1,0,1,1,0,19208,19208,0,19,1
host-06,10.0.0.166,2026-06-05 21:24:00,1,0,1,1,0,7437,7437,0,21,1
host-06,10.0.0.167,2026-06-05 09:10:00,1,0,1,1,0,11151,11151,0,9,1
host-06,10.0.0.168,2026-06-04 00:04:00,1,0,1,1,0,14135,14135,0,0,1
host-06,10.0.0.168,2026-06-05 05:00:00,1,0,0,0,1,0,0,0,5,1
host-06,10.0.0.168,2026-06-05 12:51:00,1,0,0,0,1,0,0,0,12,1
host-06,10.0.0.169,2026-06-01 05:59:00,1,0,1,1,0,1943,1943,0,5,1
host-06,10.0.0.169,2026-06-05 06:02:00,1,0,0,0,1,0,0,0,6,1
host-06,10.0.0.17,2026-06-01 09:57:00,1,0,1,1,0,19998,19998,0,9,1
host-06,10.0.0.17,2026-06-02 09:45:00,1,1,0,0,1,0,0,0,9,1
host-06,10.0.0.17,2026-06-03 18:21:00,1,0,1,1,0,13061,13061,0,18,1
host-06,10.0.0.17,2026-06-05 04:18:00,1,0,1,1,0,42383,42383,0,4,1
host-06,10.0.0.170,2026-06-02 10:51:00,1,0,1,1,0,27227,27227,0,10,1
host-06,10.0.0.171,2026-06-01 14:15:00,1,0,1,1,0,34264,34264,0,14,1
host-06,10.0.0.171,2026-06-03 23:17:00,1,0,1,1,0,43797,43797,0,23,1
host-06,10.0.0.174,2026-06-01 10:57:00,1,0,0,0,1,0,0,0,10,1
host-06,10.0.0.174,2026-06-02 17:35:00,1,0,1,1,0,24040,24040,0,17,1
host-06,10.0.0.174,2026-06-04 15:20:00,1,0,0,0,1,0,0,0,15,1
host-06,10.0.0.176,2026-06-02 03:35:00,1,0,1,1,0,7559,7559,0,3,1
host-06,10.0.0.177,2026-06-05 17:14:00,1,0,1,1,0,46593,46593,0,17,1
host-06,10.0.0.179,2026-06-04 09:04:00,1,0,0,0,1,0,0,0,9,1
host-06,10.0.0.18,2026-06-03 01:37:00,1,0,1,1,0,9159,9159,0,1,1
host-06,10.0.0.18,2026-06-04 16:19:00,1,0,1,1,0,7496,7496,0,16,1
host-06,10.0.0.18,2026-06-05 03:41:00,1,0,1,1,0,31444,31444,0,3,1
host-06,10.0.0.180,2026-06-01 15:59:00,1,0,1,1,0,48470,48470,0,15,1
host-06,10.0.0.180,2026-06-02 11:05:00,1,0,1,1,0,33511,33511,0,11,1
host-06,10.0.0.180,2026-06-05 15:50:00,1,0,1,1,0,4694,4694,0,15,1
host-06,10.0.0.181,2026-06-04 12:51:00,1,0,1,1,0,12557,12557,0,12,1
host-06,10.0.0.181,2026-06-05 22:02:00,1,0,1,1,0,42184,42184,0,22,1
host-06,10.0.0.182,2026-06-01 11:13:00,1,0,1,1,0,21125,21125,0,11,1
host-06,10.0.0.182,2026-06-03 21:15:00,1,0,1,1,0,37163,37163,0,21,1
host-06,10.0.0.182,2026-06-05 22:29:00,1,0,1,1,0,8005,8005,0,22,1
host-06,10.0.0.182,2026-06-05 23:00:00,1,0,1,1,0,41805,41805,0,23,1
host-06,10.0.0.183,2026-06-05 17:33:00,1,0,1,1,0,5151,5151,0,17,1
host-06,10.0.0.184,2026-06-01 06:48:00,1,0,0,0,1,0,0,0,6,1
host-06,10.0.0.184,2026-06-01 08:49:00,1,0,0,0,1,0,0,0,8,1
host-06,10.0.0.187,2026-06-03 08:48:00,1,0,1,1,0,48854,48854,0,8,1
host-06,10.0.0.187,2026-06-05 05:38:00,1,0,1,1,0,47209,47209,0,5,1
host-06,10.0.0.188,2026-06-03 01:41:00,1,0,1,1,0,43444,43444,0,1,1
host-06,10.0.0.189,2026-06-01 05:21:00,1,0,1,1,0,5891,5891,0,5,1
host-06,10.0.0.19,2026-06-01 06:12:00,1,0,0,0,1,0,0,0,6,1
host-06,10.0.0.190,2026-06-01 00:56:00,1,0,1,1,0,6295,6295,0,0,1
host-06,10.0.0.190,2026-06-02 06:16:00,1,0,1,1,0,12365,12365,0,6,1
host-06,10.0.0.190,2026-06-05 15:26:00,1,0,1,1,0,12495,12495,0,15,1
host-06,10.0.0.190,2026-06-05 17:57:00,1,0,0,0,1,0,0,0,17,1
host-06,10.0.0.191,2026-06-02 23:08:00,1,1,0,0,1,0,0,0,23,1
host-06,10.0.0.191,2026-06-03 09:24:00,1,0,1,1,0,25388,25388,0,9,1
host-06,10.0.0.192,2026-06-02 10:42:00,1,0,1,1,0,19643,19643,0,10,1
host-06,10.0.0.192,2026-06-05 06:09:00,1,0,0,0,1,0,0,0,6,1
host-06,10.0.0.193,2026-06-03 10:18:00,1,0,1,1,0,33228,33228,0,10,1
host-06,10.0.0.193,2026-06-05 17:50:00,1,0,0,0,1,0,0,0,17,1
host-06,10.0.0.194,2026-06-05 07:25:00,1,0,1,1,0,24462,24462,0,7,1
host-06,10.0.0.195,2026-06-04 13:17:00,1,0,0,0,1,0,0,0,13,1
host-06,10.0.0.196,2026-06-04 18:14:00,1,0,1,1,0,41667,41667,0,18,1
host-06,10.0.0.197,2026-06-01 21:00:00,1,0,0,0,1,0,0,0,21,1
host-06,10.0.0.199,2026-06-03 08:52:00,1,0,1,1,0,40482,40482,0,8,1
host-06,10.0.0.2,2026-06-02 20:36:00,1,0,0,0,1,0,0,0,20,1
host-06,10.0.0.2,2026-06-04 00:13:00,1,0,0,0,1,0,0,0,0,1
host-06,10.0.0.20,2026-06-04 05:57:00,1,0,0,0,1,0,0,0,5,1
host-06,10.0.0.201,2026-06-01 09:27:00,1,0,1,1,0,40178,40178,0,9,1
host-06,10.0.0.201,2026-06-01 23:09:00,1,0,1,1,0,20569,20569,0,23,1
host-06,10.0.0.202,2026-06-02 11:59:00,1,0,0,0,1,0,0,0,11,1
host-06,10.0.0.202,2026-06-04 20:41:00,1,0,1,1,0,21013,21013,0,20,1
host-06,10.0.0.202,2026-06-05 11:52:00,1,0,0,0,1,0,0,0,11,1
host-06,10.0.0.203,2026-06-01 22:52:00,1,0,1,1,0,37492,37492,0,22,1
host-06,10.0.0.203,2026-06-03 07:07:00,1,0,0,0,1,0,0,0,7,1
host-06,10.0.0.203,2026-06-04 19:19:00,1,0,1,1,0,44989,44989,0,19,1
host-06,10.0.0.203,2026-06-04 22:55:00,1,0,1,1,0,10630,10630,0,22,1
host-06,10.0.0.206,2026-06-02 14:36:00,1,0,1,1,0,27998,27998,0,14,1
host-06,10.0.0.206,2026-06-03 01:08:00,1,0,1,1,0,23263,23263,0,1,1
host-06,10.0.0.206,2026-06-03 03:17:00,1,0,1,1,0,3041,3041,0,3,1
host-06,10.0.0.207,2026-06-04 12:18:00,1,0,0,0,1,0,0,0,12,1
host-06,10.0.0.208,2026-06-01 17:15:00,1,0,1,1,0,43769,43769,0,17,1
host-06,10.0.0.208,2026-06-04 22:17:00,1,0,0,0,1,0,0,0,22,1
host-06,10.0.0.210,2026-06-04 07:24:00,1,0,0,0,1,0,0,0,7,1
host-06,10.0.0.211,2026-06-02 03:50:00,1,0,1,1,0,24233,24233,0,3,1
host-06,10.0.0.212,2026-06-01 21:27:00,1,0,1,1,0,25752,25752,0,21,1
host-06,10.0.0.212,2026-06-02 17:46:00,1,0,1,1,0,36805,36805,0,17,1
host-06,10.0.0.212,2026-06-05 00:18:00,1,1,0,0,1,0,0,0,0,1
host-06,10.0.0.212,2026-06-05 11:41:00,1,0,1,1,0,40630,40630,0,11,1
host-06,10.0.0.213,2026-06-04 10:55:00,1,0,1,1,0,22848,22848,0,10,1
host-06,10.0.0.214,2026-06-01 14:14:00,1,0,1,1,0,20067,20067,0,14,1
host-06,10.0.0.214,2026-06-02 12:47:00,1,0,0,0,1,0,0,0,12,1
host-06,10.0.0.214,2026-06-05 10:54:00,1,0,0,0,1,0,0,0,10,1
host-06,10.0.0.215,2026-06-04 22:05:00,1,0,1,1,0,16228,16228,0,22,1
host-06,10.0.0.216,2026-06-03 13:46:00,1,0,1,1,0,45314,45314,0,13,1
host-06,10.0.0.216,2026-06-04 07:29:00,1,0,1,1,0,26859,26859,0,7,1
host-06,10.0.0.217,2026-06-01 10:55:00,1,0,0,0,1,0,0,0,10,1
host-06,10.0.0.219,2026-06-01 20:59:00,1,0,1,1,0,12105,12105,0,20,1
host-06,10.0.0.219,2026-06-05 00:59:00,1,0,0,0,1,0,0,0,0,1
host-06,10.0.0.219,2026-06-05 07:12:00,1,0,0,0,1,0,0,0,7,1
host-06,10.0.0.22,2026-06-01 00:54:00,1,0,0,0,1,0,0,0,0,1
host-06,10.0.0.22,2026-06-04 21:03:00,1,0,1,1,0,3191,3191,0,21,1
host-06,10.0.0.22,2026-06-04 23:18:00,1,0,1,1,0,18467,18467,0,23,1
host-06,10.0.0.220,2026-06-04 11:49:00,1,0,1,1,0,49751,49751,0,11,1
host-06,10.0.0.220,2026-06-05 15:37:00,1,0,1,1,0,28954,28954,0,15,1
host-06,10.0.0.221,2026-06-01 14:28:00,1,0,0,0,1,0,0,0,14,1
host-06,10.0.0.222,2026-06-01 23:51:00,1,0,1,1,0,40556,40556,0,23,1
host-06,10.0.0.222,2026-06-04 08:34:00,1,0,1,1,0,32299,32299,0,8,1
host-06,10.0.0.223,2026-06-01 15:49:00,1,0,1,1,0,17280,17280,0,15,1
host-06,10.0.0.223,2026-06-02 06:31:00,1,0,0,0,1,0,0,0,6,1
host-06,10.0.0.225,2026-06-02 00:21:00,1,0,1,1,0,45312,45312,0,0,1
host-06,10.0.0.225,2026-06-04 07:11:00,1,0,1,1,0,48773,48773,0,7,1
host-06,10.0.0.226,2026-06-01 17:27:00,1,1,0,0,1,0,0,0,17,1
host-06,10.0.0.227,2026-06-01 20:43:00,1,0,0,0,1,0,0,0,20,1
host-06,10.0.0.227,2026-06-03 03:17:00,1,0,1,1,0,22345,22345,0,3,1
host-06,10.0.0.227,2026-06-04 09:34:00,1,0,0,0,1,0,0,0,9,1
host-06,10.0.0.227,2026-06-04 20:18:00,1,0,1,1,0,36301,36301,0,20,1
host-06,10.0.0.227,2026-06-05 21:21:00,1,0,0,0,1,0,0,0,21,1
host-06,10.0.0.228,2026-06-01 13:59:00,1,0,1,1,0,42373,42373,0,13,1
host-06,10.0.0.228,2026-06-05 07:02:00,1,0,0,0,1,0,0,0,7,1
host-06,10.0.0.229,2026-06-03 08:57:00,1,0,0,0,1,0,0,0,8,1
host-06,10.0.0.23,2026-06-01 05:06:00,1,0,0,0,1,0,0,0,5,1
host-06,10.0.0.230,2026-06-01 05:36:00,1,0,1,1,0,5003,5003,0,5,1
host-06,10.0.0.231,2026-06-02 12:12:00,1,0,0,0,1,0,0,0,12,1
host-06,10.0.0.231,2026-06-05 03:10:00,1,0,1,1,0,15062,15062,0,3,1
host-06,10.0.0.232,2026-06-01 14:06:00,1,0,0,0,1,0,0,0,14,1
host-06,10.0.0.234,2026-06-02 11:23:00,1,0,1,1,0,17417,17417,0,11,1
host-06,10.0.0.234,2026-06-05 01:32:00,1,0,1,1,0,15979,15979,0,1,1
host-06,10.0.0.235,2026-06-01 14:01:00,1,0,1,1,0,44490,44490,0,14,1
host-06,10.0.0.235,2026-06-04 10:07:00,1,0,0,0,1,0,0,0,10,1
host-06,10.0.0.236,2026-06-02 10:12:00,1,0,1,1,0,13354,13354,0,10,1
host-06,10.0.0.236,2026-06-02 11:48:00,1,0,0,0,1,0,0,0,11,1
host-06,10.0.0.236,2026-06-03 21:41:00,1,0,1,1,0,26731,26731,0,21,1
host-06,10.0.0.236,2026-06-04 01:55:00,1,0,1,1,0,18250,18250,0,1,1
host-06,10.0.0.236,2026-06-05 06:55:00,1,0,0,0,1,0,0,0,6,1
host-06,10.0.0.237,2026-06-01 16:09:00,1,0,0,0,1,0,0,0,16,1
host-06,10.0.0.238,2026-06-05 06:29:00,1,0,1,1,0,23098,23098,0,6,1
host-06,10.0.0.239,2026-06-05 13:29:00,1,0,1,1,0,42389,42389,0,13,1
host-06,10.0.0.24,2026-06-01 12:30:00,1,0,1,1,0,14731,14731,0,12,1
host-06,10.0.0.240,2026-06-02 14:49:00,1,0,1,1,0,2694,2694,0,14,1
host-06,10.0.0.240,2026-06-05 12:37:00,1,0,0,0,1,0,0,0,12,1
host-06,10.0.0.241,2026-06-03 05:32:00,1,0,1,1,0,44701,44701,0,5,1
host-06,10.0.0.242,2026-06-01 18:33:00,1,0,1,1,0,40165,40165,0,18,1
host-06,10.0.0.242,2026-06-03 18:17:00,1,0,1,1,0,2843,2843,0,18,1
host-06,10.0.0.242,2026-06-04 06:29:00,1,0,1,1,0,40410,40410,0,6,1
host-06,10.0.0.242,2026-06-04 20:47:00,1,0,1,1,0,39187,39187,0,20,1
host-06,10.0.0.244,2026-06-02 07:53:00,1,0,0,0,1,0,0,0,7,1
host-06,10.0.0.245,2026-06-02 08:29:00,1,0,0,0,1,0,0,0,8,1
host-06,10.0.0.245,2026-06-02 20:13:00,1,0,1,1,0,31245,31245,0,20,1
host-06,10.0.0.245,2026-06-03 12:34:00,1,0,1,1,0,15093,15093,0,12,1
host-06,10.0.0.245,2026-06-04 15:13:00,1,0,1,1,0,31262,31262,0,15,1
host-06,10.0.0.245,2026-06-05 18:22:00,1,0,0,0,1,0,0,0,18,1
host-06,10.0.0.246,2026-06-03 00:25:00,1,0,1,1,0,8479,8479,0,0,1
host-06,10.0.0.247,2026-06-01 16:32:00,1,0,1,1,0,19680,19680,0,16,1
host-06,10.0.0.247,2026-06-02 01:58:00,1,0,1,1,0,42903,42903,0,1,1
host-06,10.0.0.248,2026-06-02 20:42:00,1,0,1,1,0,25155,25155,0,20,1
host-06,10.0.0.248,2026-06-04 06:43:00,1,0,1,1,0,8941,8941,0,6,1
host-06,10.0.0.248,2026-06-04 22:26:00,1,0,1,1,0,7703,7703,0,22,1
host-06,10.0.0.248,2026-06-05 16:30:00,1,0,1,1,0,2936,2936,0,16,1
host-06,10.0.0.25,2026-06-01 01:35:00,1,0,1,1,0,13349,13349,0,1,1
host-06,10.0.0.25,2026-06-03 15:47:00,1,0,0,0,1,0,0,0,15,1
host-06,10.0.0.25,2026-06-04 06:15:00,1,0,1,1,0,25447,25447,0,6,1
host-06,10.0.0.25,2026-06-05 22:54:00,1,0,1,1,0,19859,19859,0,22,1
host-06,10.0.0.250,2026-06-01 12:23:00,1,0,0,0,1,0,0,0,12,1
host-06,10.0.0.250,2026-06-04 01:47:00,1,0,1,1,0,31843,31843,0,1,1
host-06,10.0.0.250,2026-06-05 05:48:00,1,0,1,1,0,6567,6567,0,5,1
host-06,10.0.0.251,2026-06-01 10:19:00,1,0,1,1,0,44320,44320,0,10,1
host-06,10.0.0.251,2026-06-05 10:38:00,1,0,0,0,1,0,0,0,10,1
host-06,10.0.0.252,2026-06-03 22:14:00,1,0,0,0,1,0,0,0,22,1
host-06,10.0.0.252,2026-06-05 08:18:00,1,0,1,1,0,10276,10276,0,8,1
host-06,10.0.0.253,2026-06-05 01:12:00,1,0,0,0,1,0,0,0,1,1
host-06,10.0.0.254,2026-06-02 01:50:00,1,0,1,1,0,7149,7149,0,1,1
host-06,10.0.0.254,2026-06-04 21:06:00,1,0,1,1,0,9646,9646,0,21,1
host-06,10.0.0.27,2026-06-02 20:06:00,1,0,0,0,1,0,0,0,20,1
host-06,10.0.0.27,2026-06-05 00:37:00,1,0,0,0,1,0,0,0,0,1
host-06,10.0.0.29,2026-06-01 16:28:00,1,0,1,1,0,10343,10343,0,16,1
host-06,10.0.0.29,2026-06-04 13:18:00,1,0,0,0,1,0,0,0,13,1
host-06,10.0.0.3,2026-06-02 07:30:00,1,0,1,1,0,23930,23930,0,7,1
host-06,10.0.0.3,2026-06-02 11:54:00,1,0,1,1,0,11913,11913,0,11,1
host-06,10.0.0.3,2026-06-05 17:10:00,1,0,1,1,0,26498,26498,0,17,1
host-06,10.0.0.32,2026-06-02 09:32:00,1,0,0,0,1,0,0,0,9,1
host-06,10.0.0.32,2026-06-04 05:11:00,1,0,1,1,0,47026,47026,0,5,1
host-06,10.0.0.33,2026-06-04 10:53:00,1,0,0,0,1,0,0,0,10,1
host-06,10.0.0.33,2026-06-04 22:29:00,1,0,1,1,0,49036,49036,0,22,1
host-06,10.0.0.33,2026-06-05 04:44:00,1,0,1,1,0,2740,2740,0,4,1
host-06,10.0.0.33,2026-06-05 19:05:00,1,0,1,1,0,1437,1437,0,19,1
host-06,10.0.0.34,2026-06-01 00:09:00,1,0,1,1,0,15209,15209,0,0,1
host-06,10.0.0.35,2026-06-01 01:42:00,1,0,0,0,1,0,0,0,1,1
host-06,10.0.0.35,2026-06-04 14:21:00,1,0,0,0,1,0,0,0,14,1
host-06,10.0.0.36,2026-06-02 00:52:00,1,0,0,0,1,0,0,0,0,1
host-06,10.0.0.36,2026-06-02 02:59:00,1,0,1,1,0,38264,38264,0,2,1
host-06,10.0.0.38,2026-06-01 06:17:00,1,0,1,1,0,49549,49549,0,6,1
host-06,10.0.0.38,2026-06-04 06:07:00,1,0,1,1,0,40994,40994,0,6,1
host-06,10.0.0.38,2026-06-04 22:40:00,1,0,1,1,0,19144,19144,0,22,1
host-06,10.0.0.38,2026-06-05 10:57:00,1,0,1,1,0,13443,13443,0,10,1
host-06,10.0.0.39,2026-06-01 07:19:00,1,0,1,1,0,43819,43819,0,7,1
host-06,10.0.0.39,2026-06-04 15:21:00,1,0,1,1,0,32698,32698,0,15,1
host-06,10.0.0.4,2026-06-04 00:03:00,1,0,1,1,0,38964,38964,0,0,1
host-06,10.0.0.40,2026-06-03 20:51:00,1,0,1,1,0,5175,5175,0,20,1
host-06,10.0.0.40,2026-06-05 11:18:00,1,0,1,1,0,35589,35589,0,11,1
host-06,10.0.0.41,2026-06-05 20:34:00,1,0,1,1,0,32126,32126,0,20,1
host-06,10.0.0.42,2026-06-03 21:04:00,1,0,1,1,0,33769,33769,0,21,1
host-06,10.0.0.42,2026-06-04 08:06:00,1,0,0,0,1,0,0,0,8,1
host-06,10.0.0.43,2026-06-02 08:29:00,1,0,0,0,1,0,0,0,8,1
host-06,10.0.0.43,2026-06-02 14:23:00,1,0,1,1,0,38843,38843,0,14,1
host-06,10.0.0.43,2026-06-04 19:28:00,1,0,1,1,0,49616,49616,0,19,1
host-06,10.0.0.45,2026-06-03 21:34:00,1,0,1,1,0,42647,42647,0,21,1
host-06,10.0.0.45,2026-06-05 05:25:00,1,0,0,0,1,0,0,0,5,1
host-06,10.0.0.45,2026-06-05 13:50:00,1,0,0,0,1,0,0,0,13,1
host-06,10.0.0.46,2026-06-01 06:29:00,1,0,0,0,1,0,0,0,6,1
host-06,10.0.0.46,2026-06-03 14:18:00,1,0,1,1,0,49649,49649,0,14,1
host-06,10.0.0.46,2026-06-04 03:05:00,1,0,1,1,0,4147,4147,0,3,1
host-06,10.0.0.47,2026-06-02 00:44:00,1,0,1,1,0,9667,9667,0,0,1
host-06,10.0.0.47,2026-06-03 18:51:00,1,0,1,1,0,36848,36848,0,18,1
host-06,10.0.0.47,2026-06-05 05:37:00,1,0,1,1,0,4246,4246,0,5,1
host-06,10.0.0.49,2026-06-02 17:38:00,1,0,1,1,0,21168,21168,0,17,1
host-06,10.0.0.49,2026-06-04 12:48:00,1,0,0,0,1,0,0,0,12,1
host-06,10.0.0.5,2026-06-01 14:15:00,1,0,0,0,1,0,0,0,14,1
host-06,10.0.0.5,2026-06-02 08:47:00,1,0,0,0,1,0,0,0,8,1
host-06,10.0.0.5,2026-06-03 08:08:00,1,0,1,1,0,35643,35643,0,8,1
host-06,10.0.0.5,2026-06-05 13:01:00,1,0,0,0,1,0,0,0,13,1
host-06,10.0.0.51,2026-06-03 12:22:00,1,0,0,0,1,0,0,0,12,1
host-06,10.0.0.51,2026-06-03 17:01:00,1,0,1,1,0,16291,16291,0,17,1
host-06,10.0.0.51,2026-06-04 02:53:00,1,0,0,0,1,0,0,0,2,1
host-06,10.0.0.52,2026-06-01 07:11:00,1,0,1,1,0,35786,35786,0,7,1
host-06,10.0.0.52,2026-06-04 16:07:00,1,0,1,1,0,22518,22518,0,16,1
host-06,10.0.0.54,2026-06-03 07:27:00,1,0,0,0,1,0,0,0,7,1
host-06,10.0.0.55,2026-06-05 05:24:00,1,0,1,1,0,22082,22082,0,5,1
host-06,10.0.0.56,2026-06-02 09:07:00,1,0,1,1,0,2591,2591,0,9,1
host-06,10.0.0.56,2026-06-03 00:51:00,1,0,1,1,0,44124,44124,0,0,1
host-06,10.0.0.56,2026-06-04 12:19:00,1,0,1,1,0,20403,20403,0,12,1
host-06,10.0.0.56,2026-06-05 12:24:00,1,0,0,0,1,0,0,0,12,1
host-06,10.0.0.57,2026-06-03 06:25:00,1,0,1,1,0,25717,25717,0,6,1
host-06,10.0.0.57,2026-06-05 04:10:00,1,0,1,1,0,35050,35050,0,4,1
host-06,10.0.0.57,2026-06-05 10:44:00,1,0,0,0,1,0,0,0,10,1
host-06,10.0.0.58,2026-06-01 09:27:00,1,0,0,0,1,0,0,0,9,1
host-06,10.0.0.6,2026-06-01 07:02:00,1,0,1,1,0,3480,3480,0,7,1
host-06,10.0.0.6,2026-06-01 10:54:00,1,0,1,1,0,6385,6385,0,10,1
host-06,10.0.0.6,2026-06-03 20:55:00,1,0,1,1,0,45782,45782,0,20,1
host-06,10.0.0.60,2026-06-02 06:05:00,1,0,1,1,0,17804,17804,0,6,1
host-06,10.0.0.60,2026-06-02 17:19:00,1,0,0,0,1,0,0,0,17,1
host-06,10.0.0.60,2026-06-04 05:00:00,1,0,1,1,0,3355,3355,0,5,1
host-06,10.0.0.60,2026-06-05 16:48:00,1,0,1,1,0,10560,10560,0,16,1
host-06,10.0.0.61,2026-06-01 18:52:00,1,0,1,1,0,37870,37870,0,18,1
host-06,10.0.0.61,2026-06-02 10:20:00,1,0,0,0,1,0,0,0,10,1
host-06,10.0.0.61,2026-06-03 21:18:00,1,0,1,1,0,27323,27323,0,21,1
host-06,10.0.0.62,2026-06-02 06:26:00,1,0,0,0,1,0,0,0,6,1
host-06,10.0.0.62,2026-06-04 04:17:00,1,0,1,1,0,39731,39731,0,4,1
host-06,10.0.0.62,2026-06-04 21:55:00,1,0,0,0,1,0,0,0,21,1
host-06,10.0.0.62,2026-06-05 22:43:00,1,0,1,1,0,27870,27870,0,22,1
host-06,10.0.0.63,2026-06-01 15:24:00,1,0,1,1,0,20998,20998,0,15,1
host-06,10.0.0.64,2026-06-02 11:44:00,1,0,0,0,1,0,0,0,11,1
host-06,10.0.0.65,2026-06-03 02:59:00,1,0,1,1,0,46914,46914,0,2,1
host-06,10.0.0.65,2026-06-03 12:04:00,1,0,0,0,1,0,0,0,12,1
host-06,10.0.0.65,2026-06-03 13:28:00,1,0,1,1,0,14084,14084,0,13,1
host-06,10.0.0.65,2026-06-03 14:14:00,1,0,0,0,1,0,0,0,14,1
host-06,10.0.0.65,2026-06-05 10:25:00,1,0,1,1,0,23329,23329,0,10,1
host-06,10.0.0.67,2026-06-03 10:11:00,1,0,1,1,0,2001,2001,0,10,1
host-06,10.0.0.67,2026-06-04 07:10:00,1,0,0,0,1,0,0,0,7,1
host-06,10.0.0.68,2026-06-02 20:55:00,1,0,0,0,1,0,0,0,20,1
host-06,10.0.0.68,2026-06-05 23:45:00,1,0,1,1,0,16016,16016,0,23,1
host-06,10.0.0.70,2026-06-01 22:21:00,1,0,1,1,0,42593,42593,0,22,1
host-06,10.0.0.71,2026-06-05 17:36:00,1,0,1,1,0,32204,32204,0,17,1
host-06,10.0.0.73,2026-06-04 05:48:00,1,0,1,1,0,46909,46909,0,5,1
host-06,10.0.0.74,2026-06-02 11:36:00,1,0,0,0,1,0,0,0,11,1
host-06,10.0.0.74,2026-06-03 17:37:00,1,0,1,1,0,4348,4348,0,17,1
host-06,10.0.0.74,2026-06-05 18:32:00,1,0,1,1,0,43718,43718,0,18,1
host-06,10.0.0.75,2026-06-02 20:55:00,1,0,1,1,0,47941,47941,0,20,1
host-06,10.0.0.75,2026-06-05 13:30:00,1,0,1,1,0,26308,26308,0,13,1
host-06,10.0.0.75,2026-06-05 23:07:00,1,0,1,1,0,6716,6716,0,23,1
host-06,10.0.0.76,2026-06-03 05:14:00,1,0,1,1,0,42815,42815,0,5,1
host-06,10.0.0.77,2026-06-02 09:56:00,1,0,1,1,0,19206,19206,0,9,1
host-06,10.0.0.77,2026-06-03 09:28:00,1,0,0,0,1,0,0,0,9,1
host-06,10.0.0.77,2026-06-03 09:46:00,1,0,1,1,0,10677,10677,0,9,1
host-06,10.0.0.78,2026-06-05 06:52:00,1,0,1,1,0,11555,11555,0,6,1
host-06,10.0.0.8,2026-06-05 06:45:00,1,0,1,1,0,32538,32538,0,6,1
host-06,10.0.0.81,2026-06-02 13:18:00,1,0,0,0,1,0,0,0,13,1
host-06,10.0.0.82,2026-06-04 15:41:00,1,0,1,1,0,41597,41597,0,15,1
host-06,10.0.0.82,2026-06-05 15:49:00,1,0,1,1,0,12397,12397,0,15,1
host-06,10.0.0.85,2026-06-04 10:41:00,1,1,0,0,1,0,0,0,10,1
host-06,10.0.0.87,2026-06-03 03:24:00,1,0,0,0,1,0,0,0,3,1
host-06,10.0.0.87,2026-06-03 08:49:00,1,0,1,1,0,6171,6171,0,8,1
host-06,10.0.0.87,2026-06-04 23:35:00,1,0,1,1,0,24499,24499,0,23,1
host-06,10.0.0.89,2026-06-02 02:42:00,1,0,0,0,1,0,0,0,2,1
host-06,10.0.0.89,2026-06-02 11:06:00,1,0,1,1,0,1792,1792,0,11,1
